Datetime,symbol_ETHBTC,symbol_order_ETHBTC,orderId,transactTime,price_order,origQty,side,
2022-10-03 06:19:27+00:00,0.06715500,ETHBTC,3259931468,1664759968115,0.06756000,0.00160000,SELL,
2022-10-03 07:22:40+00:00,0.06754800,ETHBTC,3260038540,1664763760480,0.06731100,0.00160000,BUY,
2022-10-03 10:22:24+00:00,0.06739500,ETHBTC,3260237254,1664774544735,0.06737000,0.00160000,BUY,
2022-10-03 14:20:31+00:00,0.06717800,ETHBTC,3260561450,1664788831386,0.06747700,0.00160000,SELL,
2022-10-03 15:22:23+00:00,0.06747000,ETHBTC,3260622417,1664792543537,0.06723700,0.00160000,BUY,
2022-10-03 17:33:23+00:00,0.06744400,ETHBTC,3260778680,1664800403742,0.06750100,0.00160000,SELL,
2022-10-04 00:18:08+00:00,0.06731900,ETHBTC,3261523078,1664824689006,0.06751900,0.00160000,SELL,
2022-10-04 03:18:03+00:00,0.06743200,ETHBTC,3261726621,1664835483383,0.06758700,0.00160000,SELL,
2022-10-04 04:18:14+00:00,0.06742400,ETHBTC,3261799240,1664839095253,0.06764900,0.00160000,SELL,
2022-10-04 05:24:00+00:00,0.06750800,ETHBTC,3261904837,1664843040889,0.06752700,0.00160000,SELL,
2022-10-04 06:25:58+00:00,0.06760000,ETHBTC,3261978184,1664846758766,0.06761600,0.00160000,SELL,
2022-10-04 07:18:04+00:00,0.06761800,ETHBTC,3262031371,1664849884211,0.06749700,0.00160000,BUY,
2022-10-04 08:18:18+00:00,0.06754000,ETHBTC,3262085773,1664853499027,0.06763400,0.00160000,SELL,
2022-10-04 09:18:14+00:00,0.06783100,ETHBTC,3262162814,1664857094714,0.06733300,0.00160000,BUY,
2022-10-04 11:18:13+00:00,0.06759400,ETHBTC,3262321432,1664864293907,0.06762800,0.00160000,SELL,
2022-10-04 12:18:26+00:00,0.06739700,ETHBTC,3262469815,1664867907162,0.06749300,0.00160000,SELL,
2022-10-04 13:18:24+00:00,0.06755800,ETHBTC,3262616635,1664871504672,0.06771800,0.00160000,SELL,
2022-10-04 14:22:09+00:00,0.06774600,ETHBTC,3262753186,1664875330088,0.06749600,0.00160000,BUY,
2022-10-04 19:23:31+00:00,0.06731000,ETHBTC,3263251351,1664893411971,0.06762700,0.00160000,SELL,
2022-10-04 20:22:34+00:00,0.06707600,ETHBTC,3263363557,1664896955020,0.06736700,0.00160000,SELL,
2022-10-05 03:45:31+00:00,0.06695300,ETHBTC,3264044116,1664923531519,0.06689900,0.00160000,BUY,
2022-10-05 04:10:23+00:00,0.06693900,ETHBTC,3264072733,1664925023829,0.06708000,0.00160000,SELL,
